f_S[GHz],real(Zin),imag(Zin)
-5.11,4.948,103.8
-5.1,4.959,104
-5.09,4.971,104.2
-5.08,4.982,104.4
-5.07,4.994,104.6
-5.06,5.005,104.8
-5.05,5.017,105
-5.04,5.028,105.2
-5.03,5.04,105.4
-5.02,5.051,105.6
-5.01,5.063,105.8
-5,5.075,106
-4.99,5.086,106.2
-4.98,5.098,106.4
-4.97,5.11,106.6
-4.96,5.122,106.9
-4.95,5.133,107.1
-4.94,5.145,107.3
-4.93,5.157,107.5
-4.92,5.169,107.7
-4.91,5.181,107.9
-4.9,5.193,108.1
-4.89,5.205,108.3
-4.88,5.217,108.5
-4.87,5.229,108.8
-4.86,5.241,109
-4.85,5.253,109.2
-4.84,5.265,109.4
-4.83,5.278,109.6
-4.82,5.29,109.8
-4.81,5.302,110.1
-4.8,5.314,110.3
-4.79,5.327,110.5
-4.78,5.339,110.7
-4.77,5.351,111
-4.76,5.364,111.2
-4.75,5.376,111.4
-4.74,5.389,111.6
-4.73,5.401,111.9
-4.72,5.414,112.1
-4.71,5.426,112.3
-4.7,5.439,112.6
-4.69,5.452,112.8
-4.68,5.464,113
-4.67,5.477,113.3
-4.66,5.49,113.5
-4.65,5.502,113.7
-4.64,5.515,114
-4.63,5.528,114.2
-4.62,5.541,114.4
-4.61,5.554,114.7
-4.6,5.567,114.9
-4.59,5.58,115.2
-4.58,5.593,115.4
-4.57,5.606,115.6
-4.56,5.619,115.9
-4.55,5.632,116.1
-4.54,5.645,116.4
-4.53,5.658,116.6
-4.52,5.671,116.9
-4.51,5.684,117.1
-4.5,5.697,117.4
-4.49,5.711,117.6
-4.48,5.724,117.9
-4.47,5.737,118.2
-4.46,5.751,118.4
-4.45,5.764,118.7
-4.44,5.778,118.9
-4.43,5.791,119.2
-4.42,5.805,119.4
-4.41,5.818,119.7
-4.4,5.832,120
-4.39,5.845,120.2
-4.38,5.859,120.5
-4.37,5.872,120.8
-4.36,5.886,121
-4.35,5.9,121.3
-4.34,5.914,121.6
-4.33,5.927,121.8
-4.32,5.941,122.1
-4.31,5.955,122.4
-4.3,5.969,122.7
-4.29,5.983,122.9
-4.28,5.997,123.2
-4.27,6.011,123.5
-4.26,6.025,123.8
-4.25,6.039,124.1
-4.24,6.053,124.4
-4.23,6.067,124.6
-4.22,6.081,124.9
-4.21,6.095,125.2
-4.2,6.11,125.5
-4.19,6.124,125.8
-4.18,6.138,126.1
-4.17,6.152,126.4
-4.16,6.167,126.7
-4.15,6.181,127
-4.14,6.196,127.3
-4.13,6.21,127.6
-4.12,6.224,127.9
-4.11,6.239,128.2
-4.1,6.253,128.5
-4.09,6.268,128.8
-4.08,6.283,129.1
-4.07,6.297,129.4
-4.06,6.312,129.7
-4.05,6.327,130
-4.04,6.341,130.3
-4.03,6.356,130.6
-4.02,6.371,131
-4.01,6.386,131.3
-4,6.401,131.6
-3.99,6.415,131.9
-3.98,6.43,132.2
-3.97,6.445,132.6
-3.96,6.46,132.9
-3.95,6.475,133.2
-3.94,6.49,133.5
-3.93,6.505,133.9
-3.92,6.521,134.2
-3.91,6.536,134.5
-3.9,6.551,134.9
-3.89,6.566,135.2
-3.88,6.581,135.6
-3.87,6.597,135.9
-3.86,6.612,136.2
-3.85,6.627,136.6
-3.84,6.643,136.9
-3.83,6.658,137.3
-3.82,6.673,137.6
-3.81,6.689,138
-3.8,6.704,138.3
-3.79,6.72,138.7
-3.78,6.735,139.1
-3.77,6.751,139.4
-3.76,6.767,139.8
-3.75,6.782,140.2
-3.74,6.798,140.5
-3.73,6.814,140.9
-3.72,6.829,141.3
-3.71,6.845,141.6
-3.7,6.861,142
-3.69,6.877,142.4
-3.68,6.893,142.8
-3.67,6.908,143.1
-3.66,6.924,143.5
-3.65,6.94,143.9
-3.64,6.956,144.3
-3.63,6.972,144.7
-3.62,6.988,145.1
-3.61,7.004,145.5
-3.6,7.021,145.9
-3.59,7.037,146.3
-3.58,7.053,146.7
-3.57,7.069,147.1
-3.56,7.085,147.5
-3.55,7.101,147.9
-3.54,7.118,148.3
-3.53,7.134,148.7
-3.52,7.15,149.1
-3.51,7.167,149.5
-3.5,7.183,150
-3.49,7.199,150.4
-3.48,7.216,150.8
-3.47,7.232,151.2
-3.46,7.249,151.7
-3.45,7.265,152.1
-3.44,7.282,152.6
-3.43,7.299,153
-3.42,7.315,153.4
-3.41,7.332,153.9
-3.4,7.348,154.3
-3.39,7.365,154.8
-3.38,7.382,155.2
-3.37,7.399,155.7
-3.36,7.415,156.1
-3.35,7.432,156.6
-3.34,7.449,157.1
-3.33,7.466,157.5
-3.32,7.483,158
-3.31,7.5,158.5
-3.3,7.516,159
-3.29,7.533,159.4
-3.28,7.55,159.9
-3.27,7.567,160.4
-3.26,7.584,160.9
-3.25,7.601,161.4
-3.24,7.619,161.9
-3.23,7.636,162.4
-3.22,7.653,162.9
-3.21,7.67,163.4
-3.2,7.687,163.9
-3.19,7.704,164.4
-3.18,7.721,164.9
-3.17,7.739,165.5
-3.16,7.756,166
-3.15,7.773,166.5
-3.14,7.791,167
-3.13,7.808,167.6
-3.12,7.825,168.1
-3.11,7.843,168.6
-3.1,7.86,169.2
-3.09,7.877,169.7
-3.08,7.895,170.3
-3.07,7.912,170.9
-3.06,7.93,171.4
-3.05,7.947,172
-3.04,7.965,172.6
-3.03,7.982,173.1
-3.02,8,173.7
-3.01,8.017,174.3
-3,8.035,174.9
-2.99,8.053,175.5
-2.98,8.07,176.1
-2.97,8.088,176.7
-2.96,8.105,177.3
-2.95,8.123,177.9
-2.94,8.141,178.5
-2.93,8.158,179.1
-2.92,8.176,179.7
-2.91,8.194,180.4
-2.9,8.212,181
-2.89,8.229,181.6
-2.88,8.247,182.3
-2.87,8.265,182.9
-2.86,8.283,183.6
-2.85,8.301,184.2
-2.84,8.318,184.9
-2.83,8.336,185.6
-2.82,8.354,186.2
-2.81,8.372,186.9
-2.8,8.39,187.6
-2.79,8.408,188.3
-2.78,8.426,189
-2.77,8.444,189.7
-2.76,8.462,190.4
-2.75,8.479,191.1
-2.74,8.497,191.9
-2.73,8.515,192.6
-2.72,8.533,193.3
-2.71,8.551,194.1
-2.7,8.569,194.8
-2.69,8.587,195.6
-2.68,8.605,196.3
-2.67,8.623,197.1
-2.66,8.641,197.9
-2.65,8.659,198.7
-2.64,8.677,199.4
-2.63,8.695,200.2
-2.62,8.713,201
-2.61,8.731,201.9
-2.6,8.749,202.7
-2.59,8.767,203.5
-2.58,8.785,204.3
-2.57,8.803,205.2
-2.56,8.821,206
-2.55,8.839,206.9
-2.54,8.857,207.8
-2.53,8.875,208.6
-2.52,8.893,209.5
-2.51,8.911,210.4
-2.5,8.929,211.3
-2.49,8.947,212.3
-2.48,8.965,213.2
-2.47,8.983,214.1
-2.46,9,215.1
-2.45,9.018,216
-2.44,9.036,217
-2.43,9.054,218
-2.42,9.072,218.9
-2.41,9.09,219.9
-2.4,9.107,221
-2.39,9.125,222
-2.38,9.143,223
-2.37,9.16,224.1
-2.36,9.178,225.1
-2.35,9.196,226.2
-2.34,9.213,227.3
-2.33,9.231,228.4
-2.32,9.248,229.5
-2.31,9.266,230.6
-2.3,9.283,231.8
-2.29,9.3,232.9
-2.28,9.318,234.1
-2.27,9.335,235.3
-2.26,9.352,236.5
-2.25,9.369,237.7
-2.24,9.386,239
-2.23,9.403,240.2
-2.22,9.42,241.5
-2.21,9.437,242.8
-2.2,9.453,244.1
-2.19,9.47,245.5
-2.18,9.486,246.8
-2.17,9.502,248.2
-2.16,9.518,249.6
-2.15,9.534,251.1
-2.14,9.55,252.5
-2.13,9.566,254
-2.12,9.581,255.5
-2.11,9.596,257.1
-2.1,9.611,258.7
-2.09,9.626,260.3
-2.08,9.64,261.9
-2.07,9.654,263.6
-2.06,9.668,265.3
-2.05,9.682,267
-2.04,9.695,268.8
-2.03,9.707,270.7
-2.02,9.719,272.5
-2.01,9.731,274.5
-2,9.742,276.4
-1.99,9.752,278.5
-1.98,9.761,280.6
-1.97,9.77,282.7
-1.96,9.778,284.9
-1.95,9.784,287.2
-1.94,9.79,289.6
-1.93,9.794,292.1
-1.92,9.797,294.6
-1.91,9.797,297.3
-1.9,9.796,300
-1.89,9.793,302.9
-1.88,9.787,305.9
-1.87,9.778,309.1
-1.86,9.765,312.4
-1.85,9.748,315.9
-1.84,9.726,319.6
-1.83,9.698,323.6
-1.82,9.664,327.8
-1.81,9.62,332.3
-1.8,9.567,337.2
-1.79,9.501,342.5
-1.78,9.42,348.2
-1.77,9.32,354.6
-1.76,9.195,361.7
-1.75,9.04,369.6
-1.74,8.844,378.7
-1.73,8.597,389.1
-1.72,8.279,401.3
-1.71,7.867,415.9
-1.7,7.324,433.8
-1.69,6.598,456.6
-1.68,5.613,486.7
-1.67,4.275,529.2
-1.66,2.512,594.9
-1.65,6.07E-01,715
-1.64,1.64E-02,1.08E+03
-1.63,242.8,950.7
-1.62,2.15E+03,-223.1
-1.61,454.9,-256.4
-1.6,325,1.967
-1.59,401.7,47.86
-1.58,301,-177.4
-1.57,101.2,-27.62
-1.56,6.38E-05,-7.015
-1.55,5.02E-01,78.4
-1.54,1.978,123.8
-1.53,3.465,154.3
-1.52,4.691,176.9
-1.51,5.658,194.6
-1.5,6.418,209
-1.49,7.021,221.2
-1.48,7.505,231.7
-1.47,7.9,241
-1.46,8.227,249.3
-1.45,8.5,256.8
-1.44,8.732,263.7
-1.43,8.93,270.1
-1.42,9.102,276.1
-1.41,9.252,281.7
-1.4,9.384,287.1
-1.39,9.501,292.2
-1.38,9.606,297.1
-1.37,9.7,301.8
-1.36,9.785,306.4
-1.35,9.863,310.9
-1.34,9.934,315.3
-1.33,10,319.5
-1.32,10.06,323.7
-1.31,10.12,327.9
-1.3,10.17,332
-1.29,10.22,336
-1.28,10.26,340.1
-1.27,10.31,344.1
-1.26,10.35,348
-1.25,10.39,352
-1.24,10.42,356
-1.23,10.46,359.9
-1.22,10.49,363.9
-1.21,10.53,367.9
-1.2,10.56,371.9
-1.19,10.59,375.9
-1.18,10.61,380
-1.17,10.64,384
-1.16,10.67,388.1
-1.15,10.69,392.3
-1.14,10.72,396.4
-1.13,10.74,400.6
-1.12,10.77,404.9
-1.11,10.79,409.2
-1.1,10.81,413.6
-1.09,10.83,418
-1.08,10.85,422.4
-1.07,10.87,426.9
-1.06,10.89,431.5
-1.05,10.91,436.2
-1.04,10.93,440.9
-1.03,10.95,445.7
-1.02,10.97,450.5
-1.01,10.99,455.4
-1,11.01,460.5
-0.99,11.02,465.6
-0.98,11.04,470.7
-0.97,11.06,476
-0.96,11.07,481.4
-0.95,11.09,486.9
-0.94,11.1,492.4
-0.93,11.12,498.1
-0.92,11.13,503.9
-0.91,11.15,509.8
-0.9,11.16,515.8
-0.89,11.18,522
-0.88,11.19,528.2
-0.87,11.21,534.6
-0.86,11.22,541.2
-0.85,11.23,547.9
-0.84,11.25,554.7
-0.83,11.26,561.7
-0.82,11.27,568.8
-0.81,11.28,576.1
-0.8,11.3,583.6
-0.79,11.31,591.3
-0.78,11.32,599.2
-0.77,11.33,607.2
-0.76,11.34,615.5
-0.75,11.36,623.9
-0.74,11.37,632.6
-0.73,11.38,641.5
-0.72,11.39,650.7
-0.71,11.4,660.1
-0.7,11.41,669.8
-0.69,11.42,679.7
-0.68,11.43,689.9
-0.67,11.44,700.5
-0.66,11.45,711.3
-0.65,11.46,722.5
-0.64,11.47,734
-0.63,11.48,745.8
-0.62,11.49,758.1
-0.61,11.5,770.7
-0.6,11.51,783.8
-0.59,11.52,797.2
-0.58,11.52,811.2
-0.57,11.53,825.6
-0.56,11.54,840.6
-0.55,11.55,856
-0.54,11.56,872.1
-0.53,11.56,888.7
-0.52,11.57,906
-0.51,11.58,923.9
-0.5,11.59,942.6
-0.49,11.59,962
-0.48,11.6,982.2
-0.47,11.61,1.00E+03
-0.46,11.61,1.03E+03
-0.45,11.62,1.05E+03
-0.44,11.63,1.07E+03
-0.43,11.63,1.10E+03
-0.42,11.64,1.12E+03
-0.41,11.65,1.15E+03
-0.4,11.65,1.18E+03
-0.39,11.66,1.21E+03
-0.38,11.66,1.24E+03
-0.37,11.67,1.28E+03
-0.36,11.67,1.31E+03
-0.35,11.68,1.35E+03
-0.34,11.68,1.39E+03
-0.33,11.69,1.43E+03
-0.32,11.69,1.48E+03
-0.31,11.7,1.52E+03
-0.3,11.7,1.58E+03
-0.29,11.71,1.63E+03
-0.28,11.71,1.69E+03
-0.27,11.72,1.75E+03
-0.26,11.72,1.82E+03
-0.25,11.72,1.89E+03
-0.24,11.73,1.97E+03
-0.23,11.73,2.06E+03
-0.22,11.73,2.15E+03
-0.21,11.74,2.25E+03
-0.2,11.74,2.37E+03
-0.19,11.74,2.49E+03
-0.18,11.74,2.63E+03
-0.17,11.75,2.78E+03
-0.16,11.75,2.96E+03
-0.15,11.75,3.15E+03
-0.14,11.75,3.38E+03
-0.13,11.76,3.64E+03
-0.12,11.76,3.94E+03
-0.11,11.76,4.30E+03
-0.1,11.76,4.73E+03
-0.09,11.76,5.26E+03
-0.08,11.76,5.92E+03
-0.07,11.76,6.76E+03
-0.06,11.77,7.89E+03
-0.05,11.77,9.46E+03
-0.04,11.77,1.18E+04
-0.03,11.77,1.58E+04
-0.02,11.77,2.37E+04
-0.01,11.77,4.73E+04
0,8.67E+11,0
0.01,11.77,-4.73E+04
0.02,11.77,-2.37E+04
0.03,11.77,-1.58E+04
0.04,11.77,-1.18E+04
0.05,11.77,-9.46E+03
0.06,11.77,-7.89E+03
0.07,11.76,-6.76E+03
0.08,11.76,-5.92E+03
0.09,11.76,-5.26E+03
0.1,11.76,-4.73E+03
0.11,11.76,-4.30E+03
0.12,11.76,-3.94E+03
0.13,11.76,-3.64E+03
0.14,11.75,-3.38E+03
0.15,11.75,-3.15E+03
0.16,11.75,-2.96E+03
0.17,11.75,-2.78E+03
0.18,11.74,-2.63E+03
0.19,11.74,-2.49E+03
0.2,11.74,-2.37E+03
0.21,11.74,-2.25E+03
0.22,11.73,-2.15E+03
0.23,11.73,-2.06E+03
0.24,11.73,-1.97E+03
0.25,11.72,-1.89E+03
0.26,11.72,-1.82E+03
0.27,11.72,-1.75E+03
0.28,11.71,-1.69E+03
0.29,11.71,-1.63E+03
0.3,11.7,-1.58E+03
0.31,11.7,-1.52E+03
0.32,11.69,-1.48E+03
0.33,11.69,-1.43E+03
0.34,11.68,-1.39E+03
0.35,11.68,-1.35E+03
0.36,11.67,-1.31E+03
0.37,11.67,-1.28E+03
0.38,11.66,-1.24E+03
0.39,11.66,-1.21E+03
0.4,11.65,-1.18E+03
0.41,11.65,-1.15E+03
0.42,11.64,-1.12E+03
0.43,11.63,-1.10E+03
0.44,11.63,-1.07E+03
0.45,11.62,-1.05E+03
0.46,11.61,-1.03E+03
0.47,11.61,-1.00E+03
0.48,11.6,-982.2
0.49,11.59,-962
0.5,11.59,-942.6
0.51,11.58,-923.9
0.52,11.57,-906
0.53,11.56,-888.7
0.54,11.56,-872.1
0.55,11.55,-856
0.56,11.54,-840.6
0.57,11.53,-825.6
0.58,11.52,-811.2
0.59,11.52,-797.2
0.6,11.51,-783.8
0.61,11.5,-770.7
0.62,11.49,-758.1
0.63,11.48,-745.8
0.64,11.47,-734
0.65,11.46,-722.5
0.66,11.45,-711.3
0.67,11.44,-700.5
0.68,11.43,-689.9
0.69,11.42,-679.7
0.7,11.41,-669.8
0.71,11.4,-660.1
0.72,11.39,-650.7
0.73,11.38,-641.5
0.74,11.37,-632.6
0.75,11.36,-623.9
0.76,11.34,-615.5
0.77,11.33,-607.2
0.78,11.32,-599.2
0.79,11.31,-591.3
0.8,11.3,-583.6
0.81,11.28,-576.1
0.82,11.27,-568.8
0.83,11.26,-561.7
0.84,11.25,-554.7
0.85,11.23,-547.9
0.86,11.22,-541.2
0.87,11.21,-534.6
0.88,11.19,-528.2
0.89,11.18,-522
0.9,11.16,-515.8
0.91,11.15,-509.8
0.92,11.13,-503.9
0.93,11.12,-498.1
0.94,11.1,-492.4
0.95,11.09,-486.9
0.96,11.07,-481.4
0.97,11.06,-476
0.98,11.04,-470.7
0.99,11.02,-465.6
1,11.01,-460.5
1.01,10.99,-455.4
1.02,10.97,-450.5
1.03,10.95,-445.7
1.04,10.93,-440.9
1.05,10.91,-436.2
1.06,10.89,-431.5
1.07,10.87,-426.9
1.08,10.85,-422.4
1.09,10.83,-418
1.1,10.81,-413.6
1.11,10.79,-409.2
1.12,10.77,-404.9
1.13,10.74,-400.6
1.14,10.72,-396.4
1.15,10.69,-392.3
1.16,10.67,-388.1
1.17,10.64,-384
1.18,10.61,-380
1.19,10.59,-375.9
1.2,10.56,-371.9
1.21,10.53,-367.9
1.22,10.49,-363.9
1.23,10.46,-359.9
1.24,10.42,-356
1.25,10.39,-352
1.26,10.35,-348
1.27,10.31,-344.1
1.28,10.26,-340.1
1.29,10.22,-336
1.3,10.17,-332
1.31,10.12,-327.9
1.32,10.06,-323.7
1.33,10,-319.5
1.34,9.934,-315.3
1.35,9.863,-310.9
1.36,9.785,-306.4
1.37,9.7,-301.8
1.38,9.606,-297.1
1.39,9.501,-292.2
1.4,9.384,-287.1
1.41,9.252,-281.7
1.42,9.102,-276.1
1.43,8.93,-270.1
1.44,8.732,-263.7
1.45,8.5,-256.8
1.46,8.227,-249.3
1.47,7.9,-241
1.48,7.505,-231.7
1.49,7.021,-221.2
1.5,6.418,-209
1.51,5.658,-194.6
1.52,4.691,-176.9
1.53,3.465,-154.3
1.54,1.978,-123.8
1.55,5.02E-01,-78.4
1.56,6.38E-05,7.015
1.57,101.2,27.62
1.58,301,177.4
1.59,401.7,-47.86
1.6,325,-1.967
1.61,454.9,256.4
1.62,2.15E+03,223.1
1.63,242.8,-950.7
1.64,1.64E-02,-1.08E+03
1.65,6.07E-01,-715
1.66,2.512,-594.9
1.67,4.275,-529.2
1.68,5.613,-486.7
1.69,6.598,-456.6
1.7,7.324,-433.8
1.71,7.867,-415.9
1.72,8.279,-401.3
1.73,8.597,-389.1
1.74,8.844,-378.7
1.75,9.04,-369.6
1.76,9.195,-361.7
1.77,9.32,-354.6
1.78,9.42,-348.2
1.79,9.501,-342.5
1.8,9.567,-337.2
1.81,9.62,-332.3
1.82,9.664,-327.8
1.83,9.698,-323.6
1.84,9.726,-319.6
1.85,9.748,-315.9
1.86,9.765,-312.4
1.87,9.778,-309.1
1.88,9.787,-305.9
1.89,9.793,-302.9
1.9,9.796,-300
1.91,9.797,-297.3
1.92,9.797,-294.6
1.93,9.794,-292.1
1.94,9.79,-289.6
1.95,9.784,-287.2
1.96,9.778,-284.9
1.97,9.77,-282.7
1.98,9.761,-280.6
1.99,9.752,-278.5
2,9.742,-276.4
2.01,9.731,-274.5
2.02,9.719,-272.5
2.03,9.707,-270.7
2.04,9.695,-268.8
2.05,9.682,-267
2.06,9.668,-265.3
2.07,9.654,-263.6
2.08,9.64,-261.9
2.09,9.626,-260.3
2.1,9.611,-258.7
2.11,9.596,-257.1
2.12,9.581,-255.5
2.13,9.566,-254
2.14,9.55,-252.5
2.15,9.534,-251.1
2.16,9.518,-249.6
2.17,9.502,-248.2
2.18,9.486,-246.8
2.19,9.47,-245.5
2.2,9.453,-244.1
2.21,9.437,-242.8
2.22,9.42,-241.5
2.23,9.403,-240.2
2.24,9.386,-239
2.25,9.369,-237.7
2.26,9.352,-236.5
2.27,9.335,-235.3
2.28,9.318,-234.1
2.29,9.3,-232.9
2.3,9.283,-231.8
2.31,9.266,-230.6
2.32,9.248,-229.5
2.33,9.231,-228.4
2.34,9.213,-227.3
2.35,9.196,-226.2
2.36,9.178,-225.1
2.37,9.16,-224.1
2.38,9.143,-223
2.39,9.125,-222
2.4,9.107,-221
2.41,9.09,-219.9
2.42,9.072,-218.9
2.43,9.054,-218
2.44,9.036,-217
2.45,9.018,-216
2.46,9,-215.1
2.47,8.983,-214.1
2.48,8.965,-213.2
2.49,8.947,-212.3
2.5,8.929,-211.3
2.51,8.911,-210.4
2.52,8.893,-209.5
2.53,8.875,-208.6
2.54,8.857,-207.8
2.55,8.839,-206.9
2.56,8.821,-206
2.57,8.803,-205.2
2.58,8.785,-204.3
2.59,8.767,-203.5
2.6,8.749,-202.7
2.61,8.731,-201.9
2.62,8.713,-201
2.63,8.695,-200.2
2.64,8.677,-199.4
2.65,8.659,-198.7
2.66,8.641,-197.9
2.67,8.623,-197.1
2.68,8.605,-196.3
2.69,8.587,-195.6
2.7,8.569,-194.8
2.71,8.551,-194.1
2.72,8.533,-193.3
2.73,8.515,-192.6
2.74,8.497,-191.9
2.75,8.479,-191.1
2.76,8.462,-190.4
2.77,8.444,-189.7
2.78,8.426,-189
2.79,8.408,-188.3
2.8,8.39,-187.6
2.81,8.372,-186.9
2.82,8.354,-186.2
2.83,8.336,-185.6
2.84,8.318,-184.9
2.85,8.301,-184.2
2.86,8.283,-183.6
2.87,8.265,-182.9
2.88,8.247,-182.3
2.89,8.229,-181.6
2.9,8.212,-181
2.91,8.194,-180.4
2.92,8.176,-179.7
2.93,8.158,-179.1
2.94,8.141,-178.5
2.95,8.123,-177.9
2.96,8.105,-177.3
2.97,8.088,-176.7
2.98,8.07,-176.1
2.99,8.053,-175.5
3,8.035,-174.9
3.01,8.017,-174.3
3.02,8,-173.7
3.03,7.982,-173.1
3.04,7.965,-172.6
3.05,7.947,-172
3.06,7.93,-171.4
3.07,7.912,-170.9
3.08,7.895,-170.3
3.09,7.877,-169.7
3.1,7.86,-169.2
3.11,7.843,-168.6
3.12,7.825,-168.1
3.13,7.808,-167.6
3.14,7.791,-167
3.15,7.773,-166.5
3.16,7.756,-166
3.17,7.739,-165.5
3.18,7.721,-164.9
3.19,7.704,-164.4
3.2,7.687,-163.9
3.21,7.67,-163.4
3.22,7.653,-162.9
3.23,7.636,-162.4
3.24,7.619,-161.9
3.25,7.601,-161.4
3.26,7.584,-160.9
3.27,7.567,-160.4
3.28,7.55,-159.9
3.29,7.533,-159.4
3.3,7.516,-159
3.31,7.5,-158.5
3.32,7.483,-158
3.33,7.466,-157.5
3.34,7.449,-157.1
3.35,7.432,-156.6
3.36,7.415,-156.1
3.37,7.399,-155.7
3.38,7.382,-155.2
3.39,7.365,-154.8
3.4,7.348,-154.3
3.41,7.332,-153.9
3.42,7.315,-153.4
3.43,7.299,-153
3.44,7.282,-152.6
3.45,7.265,-152.1
3.46,7.249,-151.7
3.47,7.232,-151.2
3.48,7.216,-150.8
3.49,7.199,-150.4
3.5,7.183,-150
3.51,7.167,-149.5
3.52,7.15,-149.1
3.53,7.134,-148.7
3.54,7.118,-148.3
3.55,7.101,-147.9
3.56,7.085,-147.5
3.57,7.069,-147.1
3.58,7.053,-146.7
3.59,7.037,-146.3
3.6,7.021,-145.9
3.61,7.004,-145.5
3.62,6.988,-145.1
3.63,6.972,-144.7
3.64,6.956,-144.3
3.65,6.94,-143.9
3.66,6.924,-143.5
3.67,6.908,-143.1
3.68,6.893,-142.8
3.69,6.877,-142.4
3.7,6.861,-142
3.71,6.845,-141.6
3.72,6.829,-141.3
3.73,6.814,-140.9
3.74,6.798,-140.5
3.75,6.782,-140.2
3.76,6.767,-139.8
3.77,6.751,-139.4
3.78,6.735,-139.1
3.79,6.72,-138.7
3.8,6.704,-138.3
3.81,6.689,-138
3.82,6.673,-137.6
3.83,6.658,-137.3
3.84,6.643,-136.9
3.85,6.627,-136.6
3.86,6.612,-136.2
3.87,6.597,-135.9
3.88,6.581,-135.6
3.89,6.566,-135.2
3.9,6.551,-134.9
3.91,6.536,-134.5
3.92,6.521,-134.2
3.93,6.505,-133.9
3.94,6.49,-133.5
3.95,6.475,-133.2
3.96,6.46,-132.9
3.97,6.445,-132.6
3.98,6.43,-132.2
3.99,6.415,-131.9
4,6.401,-131.6
4.01,6.386,-131.3
4.02,6.371,-131
4.03,6.356,-130.6
4.04,6.341,-130.3
4.05,6.327,-130
4.06,6.312,-129.7
4.07,6.297,-129.4
4.08,6.283,-129.1
4.09,6.268,-128.8
4.1,6.253,-128.5
4.11,6.239,-128.2
4.12,6.224,-127.9
4.13,6.21,-127.6
4.14,6.196,-127.3
4.15,6.181,-127
4.16,6.167,-126.7
4.17,6.152,-126.4
4.18,6.138,-126.1
4.19,6.124,-125.8
4.2,6.11,-125.5
4.21,6.095,-125.2
4.22,6.081,-124.9
4.23,6.067,-124.6
4.24,6.053,-124.4
4.25,6.039,-124.1
4.26,6.025,-123.8
4.27,6.011,-123.5
4.28,5.997,-123.2
4.29,5.983,-122.9
4.3,5.969,-122.7
4.31,5.955,-122.4
4.32,5.941,-122.1
4.33,5.927,-121.8
4.34,5.914,-121.6
4.35,5.9,-121.3
4.36,5.886,-121
4.37,5.872,-120.8
4.38,5.859,-120.5
4.39,5.845,-120.2
4.4,5.832,-120
4.41,5.818,-119.7
4.42,5.805,-119.4
4.43,5.791,-119.2
4.44,5.778,-118.9
4.45,5.764,-118.7
4.46,5.751,-118.4
4.47,5.737,-118.2
4.48,5.724,-117.9
4.49,5.711,-117.6
4.5,5.697,-117.4
4.51,5.684,-117.1
4.52,5.671,-116.9
4.53,5.658,-116.6
4.54,5.645,-116.4
4.55,5.632,-116.1
4.56,5.619,-115.9
4.57,5.606,-115.6
4.58,5.593,-115.4
4.59,5.58,-115.2
4.6,5.567,-114.9
4.61,5.554,-114.7
4.62,5.541,-114.4
4.63,5.528,-114.2
4.64,5.515,-114
4.65,5.502,-113.7
4.66,5.49,-113.5
4.67,5.477,-113.3
4.68,5.464,-113
4.69,5.452,-112.8
4.7,5.439,-112.6
4.71,5.426,-112.3
4.72,5.414,-112.1
4.73,5.401,-111.9
4.74,5.389,-111.6
4.75,5.376,-111.4
4.76,5.364,-111.2
4.77,5.351,-111
4.78,5.339,-110.7
4.79,5.327,-110.5
4.8,5.314,-110.3
4.81,5.302,-110.1
4.82,5.29,-109.8
4.83,5.278,-109.6
4.84,5.265,-109.4
4.85,5.253,-109.2
4.86,5.241,-109
4.87,5.229,-108.8
4.88,5.217,-108.5
4.89,5.205,-108.3
4.9,5.193,-108.1
4.91,5.181,-107.9
4.92,5.169,-107.7
4.93,5.157,-107.5
4.94,5.145,-107.3
4.95,5.133,-107.1
4.96,5.122,-106.9
4.97,5.11,-106.6
4.98,5.098,-106.4
4.99,5.086,-106.2
5,5.075,-106
5.01,5.063,-105.8
5.02,5.051,-105.6
5.03,5.04,-105.4
5.04,5.028,-105.2
5.05,5.017,-105
5.06,5.005,-104.8
5.07,4.994,-104.6
5.08,4.982,-104.4
