f_S[GHz],real(Zin),imag(Zin)
5.09,4.971,-104.2
5.1,4.959,-104
5.11,4.948,-103.8
5.12,4.937,-103.6
5.13,4.925,-103.4
5.14,4.914,-103.2
5.15,4.903,-103.1
5.16,4.892,-102.9
5.17,4.881,-102.7
5.18,4.869,-102.5
5.19,4.858,-102.3
5.2,4.847,-102.1
5.21,4.836,-101.9
5.22,4.825,-101.7
5.23,4.814,-101.5
5.24,4.803,-101.3
5.25,4.792,-101.2
5.26,4.781,-101
5.27,4.77,-100.8
5.28,4.759,-100.6
5.29,4.749,-100.4
5.3,4.738,-100.2
5.31,4.727,-100.1
5.32,4.716,-99.87
5.33,4.706,-99.69
5.34,4.695,-99.51
5.35,4.684,-99.33
5.36,4.674,-99.15
5.37,4.663,-98.98
5.38,4.652,-98.8
5.39,4.642,-98.62
5.4,4.631,-98.45
5.41,4.621,-98.27
5.42,4.61,-98.1
5.43,4.6,-97.92
5.44,4.59,-97.75
5.45,4.579,-97.57
5.46,4.569,-97.4
5.47,4.559,-97.23
5.48,4.548,-97.06
5.49,4.538,-96.89
5.5,4.528,-96.72
5.51,4.518,-96.55
5.52,4.507,-96.38
5.53,4.497,-96.21
5.54,4.487,-96.05
5.55,4.477,-95.88
5.56,4.467,-95.71
5.57,4.457,-95.55
5.58,4.447,-95.38
5.59,4.437,-95.22
5.6,4.427,-95.05
5.61,4.417,-94.89
5.62,4.407,-94.73
5.63,4.397,-94.57
5.64,4.387,-94.4
5.65,4.377,-94.24
5.66,4.368,-94.08
5.67,4.358,-93.92
5.68,4.348,-93.76
5.69,4.338,-93.6
5.7,4.329,-93.45
5.71,4.319,-93.29
5.72,4.309,-93.13
5.73,4.3,-92.97
5.74,4.29,-92.82
5.75,4.281,-92.66
5.76,4.271,-92.51
5.77,4.262,-92.35
5.78,4.252,-92.2
5.79,4.243,-92.04
5.8,4.233,-91.89
5.81,4.224,-91.74
5.82,4.214,-91.59
5.83,4.205,-91.44
5.84,4.196,-91.28
5.85,4.186,-91.13
5.86,4.177,-90.98
5.87,4.168,-90.83
5.88,4.159,-90.69
5.89,4.149,-90.54
5.9,4.14,-90.39
5.91,4.131,-90.24
5.92,4.122,-90.09
5.93,4.113,-89.95
5.94,4.104,-89.8
5.95,4.095,-89.66
5.96,4.086,-89.51
5.97,4.077,-89.37
5.98,4.068,-89.22
5.99,4.059,-89.08
6,4.05,-88.94
6.01,4.041,-88.79
6.02,4.032,-88.65
6.03,4.023,-88.51
6.04,4.014,-88.37
6.05,4.005,-88.23
6.06,3.997,-88.09
6.07,3.988,-87.95
6.08,3.979,-87.81
6.09,3.97,-87.67
6.1,3.962,-87.53
6.11,3.953,-87.39
6.12,3.944,-87.25
6.13,3.936,-87.11
6.14,3.927,-86.98
6.15,3.919,-86.84
6.16,3.91,-86.71
6.17,3.902,-86.57
6.18,3.893,-86.43
6.19,3.885,-86.3
6.2,3.876,-86.17
6.21,3.868,-86.03
6.22,3.859,-85.9
6.23,3.851,-85.76
6.24,3.843,-85.63
6.25,3.834,-85.5
6.26,3.826,-85.37
6.27,3.818,-85.24
6.28,3.809,-85.11
6.29,3.801,-84.98
6.3,3.793,-84.84
6.31,3.785,-84.72
6.32,3.776,-84.59
6.33,3.768,-84.46
6.34,3.76,-84.33
6.35,3.752,-84.2
6.36,3.744,-84.07
6.37,3.736,-83.94
6.38,3.728,-83.82
6.39,3.72,-83.69
6.4,3.712,-83.56
6.41,3.704,-83.44
6.42,3.696,-83.31
6.43,3.688,-83.19
6.44,3.68,-83.06
6.45,3.672,-82.94
6.46,3.664,-82.82
6.47,3.656,-82.69
6.48,3.649,-82.57
6.49,3.641,-82.45
6.5,3.633,-82.32
6.51,3.625,-82.2
6.52,3.617,-82.08
6.53,3.61,-81.96
6.54,3.602,-81.84
6.55,3.594,-81.72
6.56,3.587,-81.6
6.57,3.579,-81.48
6.58,3.571,-81.36
6.59,3.564,-81.24
6.6,3.556,-81.12
6.61,3.549,-81
6.62,3.541,-80.88
6.63,3.534,-80.76
6.64,3.526,-80.65
6.65,3.519,-80.53
6.66,3.511,-80.41
6.67,3.504,-80.29
6.68,3.496,-80.18
6.69,3.489,-80.06
6.7,3.482,-79.95
6.71,3.474,-79.83
6.72,3.467,-79.72
6.73,3.46,-79.6
6.74,3.452,-79.49
6.75,3.445,-79.37
6.76,3.438,-79.26
6.77,3.431,-79.15
6.78,3.423,-79.04
6.79,3.416,-78.92
6.8,3.409,-78.81
6.81,3.402,-78.7
6.82,3.395,-78.59
6.83,3.388,-78.48
6.84,3.38,-78.37
6.85,3.373,-78.25
6.86,3.366,-78.14
6.87,3.359,-78.03
6.88,3.352,-77.92
6.89,3.345,-77.82
6.9,3.338,-77.71
6.91,3.331,-77.6
6.92,3.324,-77.49
6.93,3.317,-77.38
6.94,3.311,-77.27
6.95,3.304,-77.17
6.96,3.297,-77.06
6.97,3.29,-76.95
6.98,3.283,-76.84
6.99,3.276,-76.74
7,3.27,-76.63
7.01,3.263,-76.53
7.02,3.256,-76.42
7.03,3.249,-76.32
7.04,3.243,-76.21
7.05,3.236,-76.11
7.06,3.229,-76
7.07,3.223,-75.9
7.08,3.216,-75.79
7.09,3.209,-75.69
7.1,3.203,-75.59
7.11,3.196,-75.48
7.12,3.189,-75.38
7.13,3.183,-75.28
7.14,3.176,-75.18
7.15,3.17,-75.08
7.16,3.163,-74.97
7.17,3.157,-74.87
7.18,3.15,-74.77
7.19,3.144,-74.67
7.2,3.138,-74.57
7.21,3.131,-74.47
7.22,3.125,-74.37
7.23,3.118,-74.27
7.24,3.112,-74.17
7.25,3.106,-74.07
7.26,3.099,-73.97
7.27,3.093,-73.88
7.28,3.087,-73.78
7.29,3.08,-73.68
7.3,3.074,-73.58
7.31,3.068,-73.48
7.32,3.062,-73.39
7.33,3.055,-73.29
7.34,3.049,-73.19
7.35,3.043,-73.1
7.36,3.037,-73
7.37,3.031,-72.9
7.38,3.025,-72.81
7.39,3.019,-72.71
7.4,3.012,-72.62
7.41,3.006,-72.52
7.42,3,-72.43
7.43,2.994,-72.33
7.44,2.988,-72.24
7.45,2.982,-72.15
7.46,2.976,-72.05
7.47,2.97,-71.96
7.48,2.964,-71.87
7.49,2.958,-71.77
7.5,2.952,-71.68
7.51,2.946,-71.59
7.52,2.941,-71.5
7.53,2.935,-71.4
7.54,2.929,-71.31
7.55,2.923,-71.22
7.56,2.917,-71.13
7.57,2.911,-71.04
7.58,2.905,-70.95
7.59,2.9,-70.86
7.6,2.894,-70.77
7.61,2.888,-70.68
7.62,2.882,-70.59
7.63,2.877,-70.5
7.64,2.871,-70.41
7.65,2.865,-70.32
7.66,2.86,-70.23
7.67,2.854,-70.14
7.68,2.848,-70.05
7.69,2.843,-69.96
7.7,2.837,-69.87
7.71,2.831,-69.79
7.72,2.826,-69.7
7.73,2.82,-69.61
7.74,2.815,-69.52
7.75,2.809,-69.44
7.76,2.804,-69.35
7.77,2.798,-69.26
7.78,2.792,-69.18
7.79,2.787,-69.09
7.8,2.782,-69.01
7.81,2.776,-68.92
7.82,2.771,-68.83
7.83,2.765,-68.75
7.84,2.76,-68.66
7.85,2.754,-68.58
7.86,2.749,-68.49
7.87,2.744,-68.41
7.88,2.738,-68.33
7.89,2.733,-68.24
7.9,2.728,-68.16
7.91,2.722,-68.07
7.92,2.717,-67.99
7.93,2.712,-67.91
7.94,2.706,-67.82
7.95,2.701,-67.74
7.96,2.696,-67.66
7.97,2.691,-67.58
7.98,2.685,-67.49
7.99,2.68,-67.41
8,2.675,-67.33
8.01,2.67,-67.25
8.02,2.665,-67.17
8.03,2.659,-67.09
8.04,2.654,-67
8.05,2.649,-66.92
8.06,2.644,-66.84
8.07,2.639,-66.76
8.08,2.634,-66.68
8.09,2.629,-66.6
8.1,2.624,-66.52
8.11,2.619,-66.44
8.12,2.614,-66.36
8.13,2.609,-66.28
8.14,2.604,-66.21
8.15,2.599,-66.13
8.16,2.594,-66.05
8.17,2.589,-65.97
8.18,2.584,-65.89
8.19,2.579,-65.81
8.2,2.574,-65.73
8.21,2.569,-65.66
8.22,2.564,-65.58
8.23,2.559,-65.5
8.24,2.554,-65.42
8.25,2.549,-65.35
8.26,2.545,-65.27
8.27,2.54,-65.19
8.28,2.535,-65.12
8.29,2.53,-65.04
8.3,2.525,-64.96
8.31,2.52,-64.89
8.32,2.516,-64.81
8.33,2.511,-64.74
8.34,2.506,-64.66
8.35,2.501,-64.59
8.36,2.497,-64.51
8.37,2.492,-64.44
8.38,2.487,-64.36
8.39,2.483,-64.29
8.4,2.478,-64.21
8.41,2.473,-64.14
8.42,2.469,-64.06
8.43,2.464,-63.99
8.44,2.459,-63.92
8.45,2.455,-63.84
8.46,2.45,-63.77
8.47,2.445,-63.7
8.48,2.441,-63.62
8.49,2.436,-63.55
8.5,2.432,-63.48
8.51,2.427,-63.41
8.52,2.423,-63.33
8.53,2.418,-63.26
8.54,2.414,-63.19
8.55,2.409,-63.12
8.56,2.405,-63.05
8.57,2.4,-62.97
8.58,2.396,-62.9
8.59,2.391,-62.83
8.6,2.387,-62.76
8.61,2.382,-62.69
8.62,2.378,-62.62
8.63,2.373,-62.55
8.64,2.369,-62.48
8.65,2.365,-62.41
8.66,2.36,-62.34
8.67,2.356,-62.27
8.68,2.352,-62.2
8.69,2.347,-62.13
8.7,2.343,-62.06
8.71,2.339,-61.99
8.72,2.334,-61.92
8.73,2.33,-61.85
8.74,2.326,-61.78
8.75,2.321,-61.71
8.76,2.317,-61.64
8.77,2.313,-61.58
8.78,2.309,-61.51
8.79,2.304,-61.44
8.8,2.3,-61.37
8.81,2.296,-61.3
8.82,2.292,-61.24
8.83,2.288,-61.17
8.84,2.283,-61.1
8.85,2.279,-61.03
8.86,2.275,-60.97
8.87,2.271,-60.9
8.88,2.267,-60.83
8.89,2.263,-60.77
8.9,2.258,-60.7
8.91,2.254,-60.63
8.92,2.25,-60.57
8.93,2.246,-60.5
8.94,2.242,-60.43
8.95,2.238,-60.37
8.96,2.234,-60.3
8.97,2.23,-60.24
8.98,2.226,-60.17
8.99,2.222,-60.11
9,2.218,-60.04
9.01,2.214,-59.98
9.02,2.21,-59.91
9.03,2.206,-59.85
9.04,2.202,-59.78
9.05,2.198,-59.72
9.06,2.194,-59.65
9.07,2.19,-59.59
9.08,2.186,-59.53
9.09,2.182,-59.46
9.1,2.178,-59.4
9.11,2.174,-59.34
9.12,2.17,-59.27
9.13,2.167,-59.21
9.14,2.163,-59.15
9.15,2.159,-59.08
9.16,2.155,-59.02
9.17,2.151,-58.96
9.18,2.147,-58.89
9.19,2.143,-58.83
9.2,2.14,-58.77
9.21,2.136,-58.71
9.22,2.132,-58.65
9.23,2.128,-58.58
9.24,2.124,-58.52
9.25,2.121,-58.46
9.26,2.117,-58.4
9.27,2.113,-58.34
9.28,2.109,-58.28
9.29,2.106,-58.21
9.3,2.102,-58.15
9.31,2.098,-58.09
9.32,2.094,-58.03
9.33,2.091,-57.97
9.34,2.087,-57.91
9.35,2.083,-57.85
9.36,2.08,-57.79
9.37,2.076,-57.73
9.38,2.072,-57.67
9.39,2.069,-57.61
9.4,2.065,-57.55
9.41,2.061,-57.49
9.42,2.058,-57.43
9.43,2.054,-57.37
9.44,2.051,-57.31
9.45,2.047,-57.25
9.46,2.043,-57.19
9.47,2.04,-57.13
9.48,2.036,-57.08
9.49,2.033,-57.02
9.5,2.029,-56.96
9.51,2.026,-56.9
9.52,2.022,-56.84
9.53,2.019,-56.78
9.54,2.015,-56.73
9.55,2.012,-56.67
9.56,2.008,-56.61
9.57,2.005,-56.55
9.58,2.001,-56.49
9.59,1.998,-56.44
9.6,1.994,-56.38
9.61,1.991,-56.32
9.62,1.987,-56.26
9.63,1.984,-56.21
9.64,1.98,-56.15
9.65,1.977,-56.09
9.66,1.974,-56.04
9.67,1.97,-55.98
9.68,1.967,-55.92
9.69,1.963,-55.87
9.7,1.96,-55.81
9.71,1.957,-55.76
9.72,1.953,-55.7
9.73,1.95,-55.64
9.74,1.947,-55.59
9.75,1.943,-55.53
9.76,1.94,-55.48
9.77,1.937,-55.42
9.78,1.933,-55.37
9.79,1.93,-55.31
9.8,1.927,-55.25
9.81,1.923,-55.2
9.82,1.92,-55.15
9.83,1.917,-55.09
9.84,1.913,-55.04
9.85,1.91,-54.98
9.86,1.907,-54.93
9.87,1.904,-54.87
9.88,1.9,-54.82
9.89,1.897,-54.76
9.9,1.894,-54.71
9.91,1.891,-54.66
9.92,1.888,-54.6
9.93,1.884,-54.55
9.94,1.881,-54.49
9.95,1.878,-54.44
9.96,1.875,-54.39
9.97,1.872,-54.33
9.98,1.869,-54.28
9.99,1.865,-54.23
10,1.862,-54.17
10.01,1.859,-54.12
10.02,1.856,-54.07
10.03,1.853,-54.02
10.04,1.85,-53.96
10.05,1.847,-53.91
10.06,1.843,-53.86
10.07,1.84,-53.81
10.08,1.837,-53.75
10.09,1.834,-53.7
10.1,1.831,-53.65
10.11,1.828,-53.6
10.12,1.825,-53.55
10.13,1.822,-53.49
10.14,1.819,-53.44
10.15,1.816,-53.39
10.16,1.813,-53.34
10.17,1.81,-53.29
10.18,1.807,-53.24
10.19,1.804,-53.19
10.2,1.801,-53.14
10.21,1.798,-53.08
10.22,1.795,-53.03
10.23,1.792,-52.98
10.24,1.789,-52.93
10.25,1.786,-52.88
10.26,1.783,-52.83
10.27,1.78,-52.78
10.28,1.777,-52.73
10.29,1.774,-52.68
10.3,1.771,-52.63
10.31,1.768,-52.58
10.32,1.765,-52.53
10.33,1.762,-52.48
10.34,1.76,-52.43
10.35,1.757,-52.38
10.36,1.754,-52.33
10.37,1.751,-52.28
10.38,1.748,-52.23
10.39,1.745,-52.18
10.4,1.742,-52.14
10.41,1.739,-52.09
10.42,1.737,-52.04
10.43,1.734,-51.99
10.44,1.731,-51.94
10.45,1.728,-51.89
10.46,1.725,-51.84
10.47,1.722,-51.79
10.48,1.72,-51.75
10.49,1.717,-51.7
10.5,1.714,-51.65
10.51,1.711,-51.6
10.52,1.708,-51.55
10.53,1.706,-51.51
10.54,1.703,-51.46
10.55,1.7,-51.41
10.56,1.697,-51.36
10.57,1.695,-51.31
10.58,1.692,-51.27
10.59,1.689,-51.22
10.6,1.686,-51.17
10.61,1.684,-51.13
10.62,1.681,-51.08
10.63,1.678,-51.03
10.64,1.675,-50.98
10.65,1.673,-50.94
10.66,1.67,-50.89
10.67,1.667,-50.84
10.68,1.665,-50.8
10.69,1.662,-50.75
10.7,1.659,-50.7
10.71,1.657,-50.66
10.72,1.654,-50.61
10.73,1.651,-50.57
10.74,1.649,-50.52
10.75,1.646,-50.47
10.76,1.643,-50.43
10.77,1.641,-50.38
10.78,1.638,-50.34
10.79,1.636,-50.29
10.8,1.633,-50.24
10.81,1.63,-50.2
10.82,1.628,-50.15
10.83,1.625,-50.11
10.84,1.623,-50.06
10.85,1.62,-50.02
10.86,1.617,-49.97
10.87,1.615,-49.93
10.88,1.612,-49.88
10.89,1.61,-49.84
10.9,1.607,-49.79
10.91,1.605,-49.75
10.92,1.602,-49.7
10.93,1.599,-49.66
10.94,1.597,-49.61
10.95,1.594,-49.57
10.96,1.592,-49.53
10.97,1.589,-49.48
10.98,1.587,-49.44
10.99,1.584,-49.39
11,1.582,-49.35
11.01,1.579,-49.3
11.02,1.577,-49.26
11.03,1.574,-49.22
11.04,1.572,-49.17
11.05,1.569,-49.13
11.06,1.567,-49.09
11.07,1.565,-49.04
11.08,1.562,-49
11.09,1.56,-48.96
11.1,1.557,-48.91
11.11,1.555,-48.87
11.12,1.552,-48.83
11.13,1.55,-48.78
11.14,1.547,-48.74
11.15,1.545,-48.7
11.16,1.543,-48.65
11.17,1.54,-48.61
11.18,1.538,-48.57
11.19,1.535,-48.53
11.2,1.533,-48.48
11.21,1.531,-48.44
11.22,1.528,-48.4
11.23,1.526,-48.36
11.24,1.524,-48.32
11.25,1.521,-48.27
11.26,1.519,-48.23
11.27,1.516,-48.19
11.28,1.514,-48.15
11.29,1.512,-48.11
11.3,1.509,-48.06
11.31,1.507,-48.02
11.32,1.505,-47.98
11.33,1.502,-47.94
11.34,1.5,-47.9
11.35,1.498,-47.86
11.36,1.496,-47.81
11.37,1.493,-47.77
11.38,1.491,-47.73
11.39,1.489,-47.69
11.4,1.486,-47.65
11.41,1.484,-47.61
11.42,1.482,-47.57
11.43,1.48,-47.53
11.44,1.477,-47.49
11.45,1.475,-47.45
11.46,1.473,-47.4
11.47,1.471,-47.36
11.48,1.468,-47.32
11.49,1.466,-47.28
11.5,1.464,-47.24
11.51,1.462,-47.2
11.52,1.459,-47.16
11.53,1.457,-47.12
11.54,1.455,-47.08
11.55,1.453,-47.04
11.56,1.45,-47
11.57,1.448,-46.96
11.58,1.446,-46.92
11.59,1.444,-46.88
11.6,1.442,-46.84
11.61,1.44,-46.8
11.62,1.437,-46.76
11.63,1.435,-46.72
11.64,1.433,-46.69
11.65,1.431,-46.65
11.66,1.429,-46.61
11.67,1.427,-46.57
11.68,1.424,-46.53
11.69,1.422,-46.49
11.7,1.42,-46.45
11.71,1.418,-46.41
11.72,1.416,-46.37
11.73,1.414,-46.33
11.74,1.412,-46.29
11.75,1.409,-46.26
11.76,1.407,-46.22
11.77,1.405,-46.18
11.78,1.403,-46.14
11.79,1.401,-46.1
11.8,1.399,-46.06
11.81,1.397,-46.03
11.82,1.395,-45.99
11.83,1.393,-45.95
11.84,1.391,-45.91
11.85,1.389,-45.87
11.86,1.386,-45.83
11.87,1.384,-45.8
11.88,1.382,-45.76
11.89,1.38,-45.72
11.9,1.378,-45.68
11.91,1.376,-45.65
11.92,1.374,-45.61
11.93,1.372,-45.57
11.94,1.37,-45.53
11.95,1.368,-45.5
11.96,1.366,-45.46
11.97,1.364,-45.42
11.98,1.362,-45.38
11.99,1.36,-45.35
12,1.358,-45.31
12.01,1.356,-45.27
12.02,1.354,-45.24
12.03,1.352,-45.2
12.04,1.35,-45.16
12.05,1.348,-45.12
12.06,1.346,-45.09
12.07,1.344,-45.05
12.08,1.342,-45.01
12.09,1.34,-44.98
12.1,1.338,-44.94
12.11,1.336,-44.9
12.12,1.334,-44.87
12.13,1.332,-44.83
12.14,1.33,-44.8
12.15,1.328,-44.76
12.16,1.326,-44.72
12.17,1.324,-44.69
12.18,1.323,-44.65
12.19,1.321,-44.61
12.2,1.319,-44.58
12.21,1.317,-44.54
12.22,1.315,-44.51
12.23,1.313,-44.47
12.24,1.311,-44.44
12.25,1.309,-44.4
12.26,1.307,-44.36
12.27,1.305,-44.33
12.28,1.303,-44.29
12.29,1.302,-44.26
12.3,1.3,-44.22
12.31,1.298,-44.19
12.32,1.296,-44.15
12.33,1.294,-44.12
12.34,1.292,-44.08
12.35,1.29,-44.05
12.36,1.288,-44.01
12.37,1.287,-43.98
12.38,1.285,-43.94
12.39,1.283,-43.91
12.4,1.281,-43.87
12.41,1.279,-43.84
12.42,1.277,-43.8
12.43,1.275,-43.77
12.44,1.274,-43.73
12.45,1.272,-43.7
12.46,1.27,-43.66
12.47,1.268,-43.63
12.48,1.266,-43.6
12.49,1.265,-43.56
12.5,1.263,-43.53
12.51,1.261,-43.49
12.52,1.259,-43.46
12.53,1.257,-43.42
12.54,1.256,-43.39
12.55,1.254,-43.36
12.56,1.252,-43.32
12.57,1.25,-43.29
12.58,1.248,-43.25
12.59,1.247,-43.22
12.6,1.245,-43.19
12.61,1.243,-43.15
12.62,1.241,-43.12
12.63,1.24,-43.09
12.64,1.238,-43.05
12.65,1.236,-43.02
12.66,1.234,-42.99
12.67,1.233,-42.95
12.68,1.231,-42.92
12.69,1.229,-42.89
12.7,1.227,-42.85
12.71,1.226,-42.82
12.72,1.224,-42.79
12.73,1.222,-42.75
12.74,1.22,-42.72
12.75,1.219,-42.69
12.76,1.217,-42.65
12.77,1.215,-42.62
12.78,1.214,-42.59
12.79,1.212,-42.56
12.8,1.21,-42.52
12.81,1.208,-42.49
12.82,1.207,-42.46
12.83,1.205,-42.42
12.84,1.203,-42.39
12.85,1.202,-42.36
12.86,1.2,-42.33
12.87,1.198,-42.29
12.88,1.197,-42.26
12.89,1.195,-42.23
12.9,1.193,-42.2
12.91,1.192,-42.17
12.92,1.19,-42.13
12.93,1.188,-42.1
12.94,1.187,-42.07
12.95,1.185,-42.04
12.96,1.183,-42.01
12.97,1.182,-41.97
12.98,1.18,-41.94
12.99,1.179,-41.91
13,1.177,-41.88
13.01,1.175,-41.85
13.02,1.174,-41.82
13.03,1.172,-41.78
13.04,1.17,-41.75
13.05,1.169,-41.72
13.06,1.167,-41.69
13.07,1.166,-41.66
13.08,1.164,-41.63
13.09,1.162,-41.59
13.1,1.161,-41.56
13.11,1.159,-41.53
13.12,1.158,-41.5
13.13,1.156,-41.47
13.14,1.154,-41.44
13.15,1.153,-41.41
13.16,1.151,-41.38
13.17,1.15,-41.35
13.18,1.148,-41.32
13.19,1.146,-41.28
13.2,1.145,-41.25
13.21,1.143,-41.22
13.22,1.142,-41.19
13.23,1.14,-41.16
13.24,1.139,-41.13
13.25,1.137,-41.1
13.26,1.136,-41.07
13.27,1.134,-41.04
13.28,1.132,-41.01
13.29,1.131,-40.98
13.3,1.129,-40.95
13.31,1.128,-40.92
13.32,1.126,-40.89
13.33,1.125,-40.86
13.34,1.123,-40.83
13.35,1.122,-40.8
13.36,1.12,-40.77
13.37,1.119,-40.74
13.38,1.117,-40.71
13.39,1.116,-40.68
13.4,1.114,-40.65
13.41,1.113,-40.62
13.42,1.111,-40.59
13.43,1.11,-40.56
13.44,1.108,-40.53
13.45,1.107,-40.5
13.46,1.105,-40.47
13.47,1.104,-40.44
13.48,1.102,-40.41
13.49,1.101,-40.38
13.5,1.099,-40.35
13.51,1.098,-40.32
13.52,1.096,-40.29
13.53,1.095,-40.26
13.54,1.093,-40.23
13.55,1.092,-40.2
13.56,1.09,-40.17
13.57,1.089,-40.14
13.58,1.087,-40.12
13.59,1.086,-40.09
13.6,1.085,-40.06
13.61,1.083,-40.03
13.62,1.082,-40
13.63,1.08,-39.97
13.64,1.079,-39.94
13.65,1.077,-39.91
13.66,1.076,-39.88
13.67,1.074,-39.86
13.68,1.073,-39.83
13.69,1.072,-39.8
13.7,1.07,-39.77
13.71,1.069,-39.74
13.72,1.067,-39.71
13.73,1.066,-39.68
13.74,1.065,-39.66
13.75,1.063,-39.63
13.76,1.062,-39.6
13.77,1.06,-39.57
13.78,1.059,-39.54
13.79,1.058,-39.51
13.8,1.056,-39.49
13.81,1.055,-39.46
13.82,1.053,-39.43
13.83,1.052,-39.4
13.84,1.051,-39.37
13.85,1.049,-39.34
13.86,1.048,-39.32
13.87,1.046,-39.29
13.88,1.045,-39.26
13.89,1.044,-39.23
13.9,1.042,-39.21
13.91,1.041,-39.18
13.92,1.04,-39.15
13.93,1.038,-39.12
13.94,1.037,-39.09
13.95,1.035,-39.07
13.96,1.034,-39.04
13.97,1.033,-39.01
13.98,1.031,-38.98
13.99,1.03,-38.96
14,1.029,-38.93
14.01,1.027,-38.9
14.02,1.026,-38.87
14.03,1.025,-38.85
14.04,1.023,-38.82
14.05,1.022,-38.79
14.06,1.021,-38.76
14.07,1.019,-38.74
14.08,1.018,-38.71
14.09,1.017,-38.68
14.1,1.015,-38.66
14.11,1.014,-38.63
14.12,1.013,-38.6
14.13,1.011,-38.58
14.14,1.01,-38.55
14.15,1.009,-38.52
14.16,1.008,-38.49
14.17,1.006,-38.47
14.18,1.005,-38.44
14.19,1.004,-38.41
14.2,1.002,-38.39
14.21,1.001,-38.36
14.22,1.00E+00,-38.33
14.23,9.99E-01,-38.31
14.24,9.97E-01,-38.28
14.25,9.96E-01,-38.25
14.26,9.95E-01,-38.23
14.27,9.93E-01,-38.2
14.28,9.92E-01,-38.18
14.29,9.91E-01,-38.15
14.3,9.90E-01,-38.12
14.31,9.88E-01,-38.1
14.32,9.87E-01,-38.07
14.33,9.86E-01,-38.04
14.34,9.85E-01,-38.02
14.35,9.83E-01,-37.99
14.36,9.82E-01,-37.97
14.37,9.81E-01,-37.94
14.38,9.80E-01,-37.91
14.39,9.78E-01,-37.89
14.4,9.77E-01,-37.86
14.41,9.76E-01,-37.84
14.42,9.75E-01,-37.81
14.43,9.73E-01,-37.78
14.44,9.72E-01,-37.76
14.45,9.71E-01,-37.73
14.46,9.70E-01,-37.71
14.47,9.68E-01,-37.68
14.48,9.67E-01,-37.66
14.49,9.66E-01,-37.63
14.5,9.65E-01,-37.6
14.51,9.63E-01,-37.58
14.52,9.62E-01,-37.55
14.53,9.61E-01,-37.53
14.54,9.60E-01,-37.5
14.55,9.59E-01,-37.48
14.56,9.57E-01,-37.45
14.57,9.56E-01,-37.43
14.58,9.55E-01,-37.4
14.59,9.54E-01,-37.37
14.6,9.53E-01,-37.35
14.61,9.51E-01,-37.32
14.62,9.50E-01,-37.3
14.63,9.49E-01,-37.27
14.64,9.48E-01,-37.25
14.65,9.47E-01,-37.22
14.66,9.45E-01,-37.2
14.67,9.44E-01,-37.17
14.68,9.43E-01,-37.15
14.69,9.42E-01,-37.12
14.7,9.41E-01,-37.1
14.71,9.40E-01,-37.07
14.72,9.38E-01,-37.05
14.73,9.37E-01,-37.02
14.74,9.36E-01,-37
14.75,9.35E-01,-36.97
14.76,9.34E-01,-36.95
14.77,9.32E-01,-36.93
14.78,9.31E-01,-36.9
14.79,9.30E-01,-36.88
14.8,9.29E-01,-36.85
14.81,9.28E-01,-36.83
14.82,9.27E-01,-36.8
14.83,9.26E-01,-36.78
14.84,9.24E-01,-36.75
14.85,9.23E-01,-36.73
14.86,9.22E-01,-36.7
14.87,9.21E-01,-36.68
14.88,9.20E-01,-36.66
14.89,9.19E-01,-36.63
14.9,9.18E-01,-36.61
14.91,9.16E-01,-36.58
14.92,9.15E-01,-36.56
14.93,9.14E-01,-36.53
14.94,9.13E-01,-36.51
14.95,9.12E-01,-36.49
14.96,9.11E-01,-36.46
14.97,9.10E-01,-36.44
14.98,9.09E-01,-36.41
14.99,9.07E-01,-36.39
15,9.06E-01,-36.37
